Time (sec)," ""R1 R1"""," ""R2 R1"""," ""R3 R1"""," ""R4 R1"""," ""R5 R1"""," ""R6 R1"""," ""R7 R1"""," ""R8 R1"""," ""R9 R1"""," ""R10 R1"""," ""R11 R1"""," ""R12 R1"""," ""R13 R1"""," ""R14 R1"""," ""R15 R1"""," ""R16 R1"""," ""R17 R1"""," ""R18 R1"""," ""R19 R1"""," ""R20 R1"""," ""R21 R1"""," ""R22 R1"""," ""R23 R1"""," ""R24 R1"""," ""R25 R1"""," ""R26 R1"""," ""R27 R1""",LED 5 s,LED 10 s,LED 2.5 s,LED 1 s,,
1724.25,0.228929,0.217851,0.216794,0.226583,0.1997,0.210389,0.192603,0.19428,0.18134,0.202743,0.194698,0.183543,0.199393,0.183693,0.202254,0.20002,0.177758,0.197533,0.18701,0.175015,0.190788,0.19435,0.204138,0.198027,0.190278,0.196269,0.184713,0,0,0,0,,
1726.25,0.228098,0.21971,0.215397,0.229062,0.201991,0.21233,0.193342,0.195325,0.182711,0.204227,0.196045,0.184482,0.201518,0.187319,0.201911,0.201444,0.179075,0.199448,0.189471,0.17623,0.1913,0.194618,0.205089,0.198837,0.191467,0.200446,0.187683,0,0,0,0,,
1728.25,0.22987,0.21682,0.21517,0.225453,0.200359,0.211176,0.191886,0.193709,0.182405,0.20207,0.194511,0.185023,0.19993,0.182769,0.200562,0.199723,0.17817,0.197356,0.185303,0.176057,0.190816,0.19411,0.203288,0.196841,0.188634,0.197283,0.184284,0,0,0,0,,
1730.25,0.22755,0.216764,0.217783,0.226206,0.199987,0.214361,0.192267,0.194773,0.180524,0.203684,0.195563,0.182968,0.200236,0.184535,0.201836,0.201031,0.178577,0.197883,0.188464,0.178609,0.19005,0.191129,0.204085,0.198294,0.190342,0.197582,0.184654,0,0,0,0,,
1732.25,0.228319,0.214989,0.21632,0.2252,0.202033,0.212689,0.190429,0.194644,0.18126,0.20161,0.194744,0.184351,0.201557,0.18313,0.202096,0.201482,0.177504,0.197894,0.187185,0.176577,0.191019,0.193743,0.204116,0.197869,0.190489,0.197288,0.184415,0,0,0,0,,
1734.25,0.224479,0.216308,0.214147,0.223084,0.199536,0.209388,0.19046,0.192688,0.180083,0.201713,0.1943,0.181839,0.198475,0.18228,0.200804,0.200244,0.177981,0.195421,0.185456,0.175911,0.191157,0.1899,0.201255,0.19606,0.189321,0.198122,0.183336,0,0,0,0,,
1736.25,0.226161,0.217503,0.218673,0.224689,0.201547,0.21232,0.192295,0.1946,0.17991,0.203804,0.194798,0.185081,0.200678,0.184389,0.2017,0.201697,0.17842,0.197458,0.187867,0.175724,0.190776,0.190108,0.203554,0.197972,0.189121,0.200416,0.186097,0,0,0,0,,
1738.25,0.226637,0.216442,0.220389,0.225568,0.200036,0.211958,0.192332,0.195899,0.180146,0.203121,0.196588,0.184495,0.200158,0.182519,0.201055,0.202724,0.178163,0.198015,0.186396,0.176968,0.192319,0.19057,0.203847,0.198554,0.189621,0.200534,0.186205,0,0,0,0,,
1740.25,0.22646,0.217398,0.220001,0.226271,0.201275,0.213213,0.191645,0.196003,0.182451,0.203482,0.197433,0.18498,0.200185,0.184325,0.201766,0.2048,0.179195,0.198829,0.185781,0.176728,0.191861,0.192028,0.204402,0.197719,0.19149,0.203166,0.189213,0,0,0,0,,
1742.25,0.225046,0.21667,0.217294,0.226806,0.199804,0.214626,0.190406,0.194317,0.180115,0.203709,0.196631,0.18356,0.198975,0.183837,0.199946,0.205659,0.178804,0.19818,0.185668,0.175774,0.191041,0.190817,0.203586,0.198236,0.188324,0.200729,0.187078,0,0,0,0,,
1744.25,0.225081,0.216851,0.218614,0.228945,0.200821,0.217917,0.191654,0.195439,0.181686,0.20294,0.196063,0.184756,0.20082,0.183361,0.201364,0.210631,0.181521,0.198868,0.189053,0.176867,0.191077,0.191267,0.203761,0.198991,0.18835,0.202172,0.189981,0,0,0,0,,
1746.25,0.224973,0.216968,0.217565,0.227084,0.200149,0.217364,0.190077,0.194129,0.181318,0.203704,0.195347,0.184463,0.202211,0.183489,0.201786,0.211997,0.181066,0.199005,0.188784,0.176973,0.191489,0.190148,0.204239,0.199186,0.190025,0.203413,0.189522,0,0,0,0,,
1748.25,0.225106,0.217667,0.218388,0.224314,0.202184,0.219217,0.193172,0.195737,0.180939,0.204183,0.197571,0.186239,0.20042,0.183311,0.202411,0.21512,0.180184,0.201907,0.188249,0.179306,0.191909,0.1906,0.204949,0.200955,0.190667,0.204568,0.193933,0,0,0,0,,
1750.25,0.225466,0.216843,0.217779,0.226934,0.201727,0.21577,0.191172,0.194406,0.180384,0.203444,0.194724,0.183718,0.199841,0.182497,0.201287,0.213923,0.181179,0.200502,0.187837,0.178161,0.191078,0.191685,0.203863,0.200697,0.189407,0.202859,0.1966,0,0,0,0,,
1752.25,0.227019,0.21745,0.219318,0.228834,0.200554,0.219195,0.193305,0.195515,0.180636,0.204574,0.196735,0.186854,0.20176,0.185146,0.203491,0.215762,0.181051,0.201984,0.18894,0.177931,0.1924,0.192144,0.203804,0.201197,0.191137,0.203015,0.201268,0,0,0,0,,
1754.25,0.227598,0.220671,0.217646,0.22821,0.201374,0.216647,0.193765,0.19517,0.181637,0.20304,0.195417,0.184103,0.199173,0.183808,0.202299,0.214938,0.181297,0.199981,0.188049,0.177057,0.19259,0.191745,0.204858,0.200974,0.191659,0.20285,0.206862,0,0,0,0,,
1756.25,0.22752,0.217617,0.215605,0.227613,0.199881,0.215694,0.191183,0.194755,0.182216,0.203029,0.196015,0.18601,0.200778,0.183838,0.202002,0.214725,0.181182,0.199707,0.187708,0.177564,0.190901,0.192368,0.204369,0.20102,0.188723,0.204479,0.20684,0,0,0,0,,
1766.82,0.242148,0.239012,0.2356,0.250351,0.208211,0.221709,0.199102,0.201685,0.187615,0.210236,0.204555,0.194992,0.210915,0.195825,0.213028,0.245416,0.217178,0.225154,0.199979,0.186393,0.201866,0.205872,0.234478,0.253532,0.200938,0.21697,0.215184,1,0,0,0,1757.3," ""LED 5 s"""
1768.82,0.237835,0.236868,0.231582,0.243714,0.206494,0.218566,0.197785,0.200667,0.185105,0.207837,0.202136,0.192683,0.211373,0.197502,0.210414,0.239764,0.218529,0.225777,0.196293,0.182743,0.198796,0.205717,0.244148,0.249404,0.197915,0.218611,0.212846,0,0,0,0,,
1770.82,0.235438,0.229347,0.228258,0.239355,0.203236,0.214727,0.192729,0.198362,0.184402,0.205034,0.199021,0.191128,0.209309,0.200375,0.209864,0.232412,0.218633,0.222862,0.195262,0.180709,0.197408,0.204664,0.241681,0.240189,0.195051,0.215702,0.210083,0,0,0,0,,
1772.82,0.234307,0.227879,0.225648,0.235439,0.203485,0.215644,0.19428,0.198065,0.182646,0.205272,0.200453,0.189753,0.211644,0.203779,0.207738,0.225425,0.21733,0.218018,0.194192,0.18188,0.197274,0.20707,0.236698,0.231868,0.193605,0.215077,0.20988,0,0,0,0,,
1774.82,0.233069,0.223969,0.224899,0.230545,0.203322,0.215063,0.194081,0.195773,0.181945,0.20352,0.197666,0.190611,0.211171,0.206758,0.205281,0.220633,0.2137,0.210969,0.195535,0.181434,0.197878,0.207105,0.230442,0.224244,0.195763,0.212855,0.206806,0,0,0,0,,
1776.82,0.230743,0.224555,0.223959,0.230858,0.203177,0.2143,0.195006,0.197418,0.183428,0.205394,0.198886,0.190373,0.210048,0.208481,0.206883,0.217218,0.210079,0.209916,0.194604,0.181244,0.198563,0.20757,0.224578,0.220019,0.194958,0.212717,0.205433,0,0,0,0,,
1778.82,0.232121,0.222837,0.223583,0.227801,0.203585,0.214363,0.193382,0.198817,0.183742,0.205849,0.200002,0.191153,0.213034,0.20879,0.207917,0.213872,0.20421,0.207225,0.195074,0.181348,0.198642,0.206565,0.220553,0.216335,0.195327,0.211775,0.204755,0,0,0,0,,
1780.82,0.230414,0.219286,0.220836,0.227681,0.201668,0.213884,0.192004,0.195989,0.181414,0.203343,0.196772,0.188917,0.212572,0.207062,0.206859,0.210087,0.201004,0.205694,0.195743,0.180301,0.198087,0.205217,0.215102,0.211277,0.194232,0.208193,0.202451,0,0,0,0,,
1785.95,0.228953,0.221002,0.217959,0.22451,0.202225,0.214332,0.192152,0.196438,0.181373,0.203255,0.198536,0.186957,0.209661,0.204759,0.20908,0.206876,0.194075,0.20352,0.19798,0.180151,0.197793,0.201321,0.20804,0.20493,0.195374,0.205371,0.199288,0,0,0,0,,
1787.95,0.2279,0.216199,0.217786,0.225673,0.202974,0.215896,0.19386,0.196002,0.182837,0.204378,0.198559,0.188504,0.211649,0.201645,0.208956,0.20496,0.190821,0.202111,0.198038,0.179375,0.197508,0.200392,0.208975,0.203395,0.193632,0.20562,0.197537,0,0,0,0,,
1789.95,0.228809,0.218051,0.216147,0.2231,0.201428,0.215576,0.194152,0.196679,0.182358,0.205492,0.196834,0.187693,0.207652,0.196902,0.20836,0.205156,0.187759,0.198097,0.195407,0.179106,0.197185,0.199241,0.205597,0.203388,0.194463,0.202482,0.196265,0,0,0,0,,
1791.95,0.22327,0.217666,0.214793,0.223266,0.201628,0.212513,0.19157,0.196966,0.181752,0.204096,0.197998,0.186775,0.207538,0.197184,0.208682,0.20417,0.18657,0.199257,0.194956,0.177743,0.195881,0.198053,0.205966,0.201304,0.193288,0.203116,0.196621,0,0,0,0,,
1793.95,0.225218,0.21837,0.211915,0.222318,0.201203,0.212711,0.190558,0.198005,0.179581,0.205483,0.196614,0.188252,0.20588,0.192096,0.210151,0.20147,0.184326,0.197144,0.193772,0.176942,0.19743,0.196642,0.203913,0.2009,0.19283,0.201486,0.193966,0,0,0,0,,
1795.95,0.22902,0.216893,0.213089,0.224539,0.201911,0.212377,0.192436,0.196142,0.18089,0.205358,0.195952,0.188507,0.206095,0.191056,0.209616,0.202969,0.184422,0.199612,0.193652,0.178196,0.195614,0.195504,0.204126,0.200149,0.194262,0.20011,0.19468,0,0,0,0,,
1797.95,0.226404,0.216662,0.213672,0.225013,0.202348,0.213863,0.190931,0.198393,0.181114,0.204336,0.196753,0.187655,0.206776,0.188254,0.208264,0.202601,0.183778,0.197689,0.192506,0.178609,0.194872,0.194699,0.203214,0.200767,0.194304,0.200632,0.192731,0,0,0,0,,
1799.95,0.225276,0.215035,0.214365,0.226392,0.20113,0.214009,0.191501,0.196284,0.181217,0.20441,0.196714,0.188764,0.204921,0.18849,0.208154,0.201873,0.18241,0.198334,0.193678,0.177604,0.194744,0.194718,0.204208,0.199574,0.195475,0.201634,0.191768,0,0,0,0,,
1801.95,0.228426,0.217403,0.213966,0.225083,0.20183,0.213361,0.192432,0.196594,0.182384,0.203874,0.198196,0.188317,0.204889,0.186908,0.20988,0.201865,0.183068,0.198644,0.191557,0.181047,0.195801,0.195783,0.203615,0.199506,0.195506,0.203076,0.192016,0,0,0,0,,
1803.95,0.226646,0.216771,0.214418,0.227222,0.202441,0.213416,0.19188,0.195917,0.182649,0.20402,0.19761,0.188421,0.203983,0.186309,0.208674,0.201489,0.181404,0.198571,0.19241,0.178285,0.19407,0.193813,0.202529,0.199583,0.194538,0.200595,0.192562,0,0,0,0,,
1805.95,0.225872,0.216178,0.213454,0.224059,0.201908,0.211047,0.193389,0.195927,0.183282,0.205042,0.196763,0.188962,0.203266,0.186293,0.208023,0.201814,0.180131,0.197519,0.191005,0.179439,0.195625,0.194871,0.202436,0.199098,0.195709,0.202401,0.193069,0,0,0,0,,
1807.95,0.22581,0.216965,0.213696,0.222917,0.201706,0.213209,0.191826,0.197081,0.183227,0.204612,0.197332,0.188201,0.203374,0.184898,0.209015,0.20004,0.178903,0.198159,0.191594,0.17909,0.193085,0.193502,0.201926,0.199919,0.194343,0.20032,0.192545,0,0,0,0,,
1809.95,0.227754,0.216414,0.212942,0.224919,0.201614,0.213486,0.192688,0.195566,0.184096,0.20435,0.197377,0.187414,0.204044,0.185577,0.207459,0.200665,0.180688,0.198617,0.191758,0.179121,0.195077,0.19179,0.201342,0.198873,0.194609,0.201742,0.195314,0,0,0,0,,
1811.95,0.22643,0.216185,0.215277,0.223715,0.200909,0.214139,0.193077,0.196085,0.183691,0.204853,0.196153,0.186857,0.202912,0.185842,0.208042,0.201988,0.17916,0.198105,0.188865,0.178472,0.194618,0.194642,0.201949,0.197851,0.194853,0.204132,0.19391,0,0,0,0,,
1813.95,0.225125,0.216115,0.21669,0.224876,0.200408,0.212491,0.19344,0.196084,0.18285,0.204683,0.197972,0.18628,0.205352,0.185904,0.208428,0.20121,0.181535,0.197822,0.192554,0.179894,0.194995,0.191945,0.202673,0.198644,0.195067,0.203269,0.193872,0,0,0,0,,
1815.95,0.225733,0.215597,0.214804,0.225256,0.201756,0.2123,0.191841,0.195631,0.181459,0.205259,0.196889,0.186926,0.202946,0.185101,0.207586,0.200983,0.180598,0.198244,0.19069,0.176659,0.19497,0.19313,0.201821,0.198399,0.192984,0.202337,0.195061,0,0,0,0,,
1817.95,0.226274,0.215433,0.214589,0.222488,0.199764,0.211294,0.191799,0.19614,0.18171,0.204802,0.196029,0.184976,0.204475,0.184411,0.20817,0.201348,0.180176,0.199372,0.19028,0.178295,0.194447,0.191631,0.202533,0.198787,0.193836,0.202427,0.198264,0,0,0,0,,
1819.95,0.225719,0.217744,0.214858,0.224192,0.200857,0.212874,0.192308,0.198776,0.183278,0.204693,0.197384,0.188815,0.203513,0.187564,0.206505,0.201293,0.181109,0.199235,0.189567,0.178791,0.195708,0.191964,0.20143,0.197802,0.19478,0.20405,0.202616,0,0,0,0,,
1821.95,0.225748,0.216817,0.214412,0.223335,0.200476,0.212473,0.191407,0.195521,0.183463,0.204247,0.195699,0.187015,0.20254,0.184317,0.206367,0.20023,0.179832,0.197609,0.189188,0.176814,0.192347,0.191903,0.203658,0.197919,0.192722,0.203363,0.20477,0,0,0,0,,
1823.95,0.227165,0.217201,0.215972,0.224672,0.198765,0.210948,0.190496,0.19636,0.18336,0.204322,0.198019,0.188319,0.2022,0.184117,0.206145,0.201917,0.180518,0.197169,0.189862,0.178507,0.193689,0.191743,0.202082,0.198492,0.194,0.204757,0.20723,0,0,0,0,,
1825.95,0.224725,0.213934,0.214098,0.218255,0.20193,0.210296,0.192621,0.194676,0.183017,0.203621,0.195979,0.188386,0.202837,0.185801,0.205773,0.199194,0.18104,0.198293,0.188116,0.178379,0.194289,0.191064,0.20139,0.198283,0.194314,0.204674,0.209128,0,0,0,0,,
1827.95,0.220775,0.214873,0.213377,0.221837,0.199798,0.212182,0.192042,0.195183,0.182071,0.203902,0.19728,0.189734,0.202475,0.185359,0.204928,0.200608,0.18031,0.197715,0.187453,0.177571,0.194771,0.191137,0.201963,0.196399,0.193015,0.206046,0.208262,0,0,0,0,,
1829.95,0.224057,0.216114,0.21376,0.222591,0.201791,0.211753,0.19106,0.195136,0.181831,0.203413,0.1957,0.186454,0.20116,0.182051,0.204353,0.199994,0.181186,0.195744,0.187672,0.178252,0.191656,0.190443,0.199311,0.197049,0.193749,0.205349,0.205442,0,0,0,0,,
1831.95,0.228578,0.217661,0.214945,0.223187,0.201658,0.212769,0.192215,0.196084,0.183965,0.203404,0.197182,0.188027,0.203448,0.18328,0.205004,0.200679,0.180905,0.199059,0.187919,0.179077,0.194588,0.191395,0.201917,0.198393,0.194459,0.207487,0.205682,0,0,0,0,,
1833.95,0.224883,0.217192,0.214391,0.222214,0.201009,0.211887,0.191795,0.19517,0.181002,0.202839,0.1979,0.187452,0.201873,0.184698,0.204404,0.201301,0.183299,0.199648,0.188095,0.179144,0.193335,0.191257,0.201105,0.197148,0.194962,0.207885,0.203902,0,0,0,0,,
1835.95,0.224918,0.215069,0.212572,0.222093,0.201414,0.213389,0.191753,0.197858,0.182022,0.203364,0.197291,0.187295,0.202659,0.18314,0.204071,0.200635,0.182617,0.198195,0.188443,0.17772,0.193629,0.191692,0.201132,0.198102,0.195684,0.205992,0.205023,0,0,0,0,,
1837.95,0.227223,0.217795,0.215691,0.224607,0.199461,0.212199,0.190604,0.194358,0.180848,0.203141,0.196357,0.186899,0.202341,0.184387,0.203851,0.200233,0.180704,0.198126,0.189892,0.17733,0.194564,0.191682,0.200787,0.198602,0.194419,0.203697,0.203616,0,0,0,0,,
1839.95,0.226139,0.21557,0.212845,0.221642,0.19947,0.211075,0.190895,0.195786,0.180949,0.203803,0.195387,0.188263,0.202561,0.183504,0.202923,0.199576,0.179941,0.197494,0.186872,0.176128,0.193255,0.191922,0.200386,0.197612,0.194232,0.202325,0.201971,0,0,0,0,,
1841.95,0.228121,0.21768,0.214468,0.221798,0.201048,0.211817,0.193488,0.195365,0.18127,0.205137,0.197895,0.187072,0.202508,0.183817,0.20479,0.201957,0.181413,0.197863,0.189126,0.17919,0.191921,0.19228,0.201351,0.198392,0.195234,0.203706,0.201018,0,0,0,0,,
1843.95,0.229874,0.218357,0.217889,0.222328,0.202778,0.211586,0.193263,0.196598,0.182322,0.205272,0.19627,0.189193,0.204321,0.184703,0.204269,0.201676,0.182351,0.199467,0.190394,0.178647,0.194293,0.193736,0.202905,0.200168,0.194246,0.205859,0.201996,0,0,0,0,,
1845.95,0.227335,0.215289,0.212697,0.222512,0.20122,0.212063,0.192024,0.194841,0.183125,0.202823,0.197069,0.187918,0.203587,0.183777,0.202201,0.20054,0.182356,0.198898,0.188764,0.178782,0.195539,0.192348,0.202554,0.198701,0.194661,0.204597,0.199547,0,0,0,0,,
1847.95,0.226253,0.215859,0.212724,0.219531,0.20079,0.209251,0.192135,0.195114,0.182813,0.202295,0.196954,0.187177,0.201983,0.18414,0.20451,0.200885,0.181665,0.199098,0.188847,0.179381,0.193539,0.192427,0.202728,0.198173,0.195233,0.203101,0.201709,0,0,0,0,,
1849.95,0.226834,0.215227,0.215504,0.22025,0.200703,0.213387,0.189246,0.195502,0.180626,0.202544,0.19574,0.188933,0.202076,0.184753,0.20301,0.20068,0.181818,0.199867,0.186661,0.178518,0.193959,0.191774,0.202102,0.198275,0.192632,0.202665,0.199949,0,0,0,0,,
1851.95,0.225424,0.216693,0.215284,0.223936,0.201218,0.211879,0.192001,0.197,0.181485,0.203646,0.197689,0.186607,0.202989,0.182778,0.202783,0.20126,0.182308,0.198657,0.186579,0.180882,0.194153,0.194081,0.202311,0.198087,0.195802,0.203426,0.199348,0,0,0,0,,
1853.95,0.22441,0.216262,0.216119,0.222975,0.201785,0.212041,0.19045,0.195847,0.182538,0.203097,0.196865,0.189342,0.203927,0.183423,0.203054,0.200092,0.181619,0.19917,0.189397,0.178617,0.195624,0.193248,0.203853,0.197875,0.194807,0.202057,0.199398,0,0,0,0,,
1855.95,0.224588,0.21804,0.2131,0.221415,0.202026,0.211255,0.191262,0.196434,0.182129,0.205003,0.196628,0.186658,0.203951,0.184271,0.204291,0.20174,0.183439,0.199882,0.188103,0.178584,0.19317,0.192594,0.20384,0.19957,0.193888,0.200456,0.197595,0,0,0,0,,
1857.95,0.224319,0.217353,0.213153,0.21998,0.202252,0.212041,0.190764,0.194704,0.181584,0.201638,0.19767,0.18775,0.203193,0.185075,0.202601,0.200863,0.183391,0.198117,0.187505,0.180537,0.194595,0.19281,0.202644,0.199286,0.195724,0.199788,0.196796,0,0,0,0,,
1859.95,0.224151,0.214291,0.214497,0.221826,0.200707,0.213928,0.191378,0.1947,0.184938,0.204133,0.196581,0.18779,0.201299,0.183954,0.203144,0.200452,0.182096,0.200229,0.189353,0.179527,0.195902,0.192092,0.202669,0.198415,0.19531,0.198815,0.193129,0,0,0,0,,
1861.95,0.223756,0.214989,0.215486,0.222267,0.2013,0.211845,0.192574,0.196188,0.183514,0.204018,0.197074,0.186382,0.204444,0.184752,0.20341,0.198888,0.180261,0.199881,0.189728,0.18029,0.193958,0.194219,0.204492,0.199772,0.194246,0.199292,0.193489,0,0,0,0,,
1863.95,0.225233,0.214069,0.214964,0.220651,0.201938,0.210759,0.191747,0.196257,0.183181,0.204375,0.196811,0.187161,0.203287,0.184066,0.202145,0.200558,0.181743,0.1999,0.190268,0.179612,0.194629,0.193154,0.205466,0.199376,0.193038,0.199407,0.192892,0,0,0,0,,
1865.95,0.227165,0.215999,0.215409,0.22267,0.201721,0.210659,0.191863,0.196373,0.182792,0.202715,0.197825,0.188833,0.202947,0.185051,0.203235,0.201872,0.180576,0.199457,0.19036,0.180526,0.194591,0.192295,0.203364,0.200208,0.195414,0.199244,0.193213,0,0,0,0,,
1867.95,0.225832,0.213445,0.215668,0.218848,0.201329,0.21099,0.191434,0.19631,0.182659,0.203383,0.196639,0.186973,0.202664,0.183809,0.203323,0.201395,0.180263,0.199692,0.190533,0.178709,0.193512,0.193449,0.202877,0.199717,0.194653,0.1986,0.192512,0,0,0,0,,
1869.95,0.226285,0.215065,0.21651,0.218889,0.201005,0.213697,0.191775,0.195544,0.183156,0.203283,0.196735,0.186684,0.202259,0.184584,0.202522,0.201314,0.18153,0.199762,0.189932,0.177025,0.1926,0.191657,0.203401,0.199435,0.195031,0.198278,0.19188,0,0,0,0,,
1871.95,0.224048,0.214642,0.215135,0.222901,0.202841,0.211139,0.191675,0.196087,0.182915,0.203705,0.196817,0.187882,0.203244,0.184464,0.203016,0.200173,0.180983,0.199706,0.191092,0.180399,0.192684,0.193485,0.204807,0.200634,0.194429,0.19819,0.192295,0,0,0,0,,
1873.95,0.225247,0.21391,0.21335,0.221766,0.200682,0.211686,0.190924,0.196004,0.18305,0.20222,0.197151,0.188507,0.203298,0.183106,0.202626,0.200761,0.182682,0.19945,0.189199,0.17918,0.191952,0.191624,0.204053,0.19851,0.192395,0.198118,0.192394,0,0,0,0,,
1875.95,0.22547,0.213863,0.214062,0.219871,0.200219,0.210185,0.192615,0.19462,0.183156,0.204219,0.195474,0.188805,0.20212,0.185185,0.202538,0.199912,0.182442,0.199164,0.189448,0.179291,0.193647,0.191158,0.203002,0.199212,0.193029,0.199071,0.192618,0,0,0,0,,
1885.68,0.248519,0.241531,0.237768,0.25369,0.215202,0.226635,0.203812,0.208712,0.195076,0.21859,0.210805,0.213829,0.218557,0.203659,0.217323,0.219537,0.227166,0.234512,0.212524,0.194668,0.21252,0.210271,0.238455,0.221305,0.211194,0.224982,0.227195,1,0,0,0,1878.77," ""LED 5 s"""
1887.68,0.239834,0.230521,0.230026,0.241704,0.20694,0.216344,0.19478,0.200293,0.186271,0.207435,0.201267,0.226768,0.214153,0.197335,0.207515,0.215132,0.233932,0.228557,0.207354,0.185219,0.201596,0.203965,0.249034,0.219765,0.201696,0.221904,0.220375,0,0,0,0,,
1889.68,0.235304,0.226197,0.225951,0.235871,0.204666,0.215812,0.194229,0.197797,0.184418,0.206701,0.197551,0.22956,0.213777,0.198555,0.206595,0.215188,0.231857,0.222379,0.211866,0.183491,0.20067,0.204644,0.245984,0.235197,0.200687,0.221106,0.213966,0,0,0,0,,
1891.68,0.234637,0.222297,0.223171,0.230282,0.206568,0.213708,0.194292,0.198589,0.184276,0.208157,0.200194,0.226581,0.21651,0.204955,0.206499,0.219887,0.226158,0.218128,0.213992,0.183858,0.201251,0.207504,0.239815,0.243352,0.202794,0.217922,0.211453,0,0,0,0,,
1893.68,0.235412,0.221948,0.222021,0.227554,0.205642,0.211581,0.193476,0.198792,0.183962,0.207252,0.199721,0.218021,0.217042,0.202389,0.206235,0.223848,0.215403,0.212481,0.210178,0.183761,0.20257,0.20732,0.229788,0.238215,0.201709,0.215468,0.207228,0,0,0,0,,
1897.68,0.246344,0.235393,0.232589,0.248157,0.212775,0.221816,0.201139,0.205799,0.192493,0.215943,0.206835,0.217988,0.236525,0.216952,0.215385,0.246141,0.215909,0.217214,0.21613,0.192172,0.213174,0.218283,0.230498,0.236903,0.216111,0.224833,0.215095,0,0,0,0,1895.68,error
1899.68,0.237855,0.229123,0.228491,0.238573,0.20623,0.215096,0.196423,0.199168,0.188359,0.208344,0.201134,0.207787,0.240307,0.224291,0.209382,0.240103,0.208531,0.208549,0.207693,0.184814,0.208028,0.222494,0.221078,0.227982,0.210774,0.218575,0.210732,0,0,0,0,,
1901.68,0.239421,0.229004,0.226648,0.23463,0.207522,0.215501,0.195632,0.198681,0.18764,0.208253,0.201483,0.20069,0.23806,0.228177,0.210019,0.234329,0.205556,0.206778,0.204879,0.187337,0.212258,0.221935,0.217134,0.224276,0.217141,0.214822,0.208155,0,0,0,0,,
1903.68,0.232785,0.222488,0.225199,0.231381,0.205993,0.213616,0.195494,0.199188,0.186784,0.206806,0.19964,0.199445,0.233661,0.227548,0.208886,0.228412,0.201149,0.205451,0.20058,0.184655,0.213446,0.217059,0.215276,0.220669,0.221622,0.215112,0.208051,0,0,0,0,,
1905.68,0.23282,0.222786,0.221022,0.227838,0.206371,0.213532,0.192605,0.197887,0.185751,0.2062,0.200387,0.197123,0.230705,0.224017,0.207638,0.221229,0.195971,0.202772,0.199298,0.186876,0.212475,0.211017,0.210853,0.2161,0.221901,0.213892,0.204626,0,0,0,0,,
1907.68,0.231503,0.219083,0.218603,0.228777,0.204495,0.212109,0.193899,0.19804,0.185852,0.207148,0.199324,0.19373,0.225098,0.217234,0.207932,0.215754,0.194251,0.201855,0.196277,0.186414,0.213672,0.204731,0.210359,0.212481,0.217445,0.21018,0.201903,0,0,0,0,,
1909.68,0.229122,0.218426,0.217851,0.223931,0.203056,0.211666,0.192033,0.196463,0.183852,0.203888,0.198328,0.192446,0.219942,0.210411,0.205876,0.21205,0.191879,0.200651,0.193591,0.184094,0.20902,0.200102,0.206963,0.210961,0.214151,0.207832,0.201371,0,0,0,0,,
1911.68,0.230387,0.219409,0.216642,0.227808,0.204603,0.212629,0.192965,0.197212,0.186864,0.205036,0.198742,0.190249,0.216104,0.204969,0.206535,0.21045,0.190209,0.201095,0.191911,0.184765,0.208014,0.197424,0.206768,0.207669,0.209668,0.208502,0.200121,0,0,0,0,,
1913.68,0.23057,0.215871,0.216767,0.225239,0.204221,0.210932,0.193273,0.197362,0.186147,0.204883,0.199537,0.189409,0.214093,0.201591,0.207465,0.208745,0.189108,0.199848,0.18966,0.186277,0.206687,0.195202,0.207414,0.204816,0.206504,0.208331,0.199227,0,0,0,0,,
1915.68,0.227148,0.216088,0.215235,0.225449,0.203175,0.211356,0.192182,0.196861,0.18552,0.204413,0.197239,0.188184,0.211146,0.196606,0.206254,0.205301,0.186551,0.198838,0.189531,0.184916,0.203288,0.193857,0.204711,0.205619,0.202938,0.205757,0.200925,0,0,0,0,,
1917.68,0.225724,0.212438,0.215044,0.223693,0.203448,0.208854,0.192072,0.197011,0.185331,0.202968,0.197593,0.185599,0.209025,0.193531,0.20559,0.204053,0.186174,0.197272,0.189184,0.184178,0.198629,0.191337,0.205551,0.203079,0.199684,0.204452,0.19965,0,0,0,0,,
1919.68,0.226939,0.213024,0.216069,0.224722,0.202131,0.209591,0.192666,0.195289,0.182348,0.202759,0.19731,0.185343,0.20558,0.192423,0.204863,0.201336,0.184578,0.197076,0.189895,0.181344,0.197619,0.189013,0.202492,0.201049,0.196418,0.201964,0.198305,0,0,0,0,,
1921.68,0.225677,0.213546,0.213903,0.224658,0.203111,0.211573,0.191558,0.195987,0.183381,0.203521,0.196743,0.186092,0.205449,0.188583,0.205386,0.201825,0.183544,0.196842,0.186897,0.183882,0.197359,0.190319,0.20169,0.201062,0.193858,0.203978,0.197175,0,0,0,0,,
1923.68,0.226749,0.213667,0.215913,0.227539,0.203431,0.209234,0.191629,0.196487,0.184423,0.203552,0.198774,0.187474,0.204525,0.188605,0.207031,0.20102,0.184004,0.196993,0.188537,0.183021,0.19448,0.190703,0.204377,0.202798,0.196332,0.204618,0.196965,0,0,0,0,,
1925.68,0.225292,0.213565,0.216515,0.225617,0.203567,0.209723,0.191943,0.195106,0.182898,0.203525,0.196096,0.187038,0.203024,0.189435,0.206694,0.200743,0.183423,0.196825,0.187819,0.183367,0.196457,0.189766,0.203041,0.201401,0.193047,0.202227,0.198356,0,0,0,0,,
