Time (sec)," ""R1 R1"""," ""R2 R1"""," ""R3 R1"""," ""R4 R1"""," ""R5 R1"""," ""R6 R1"""," ""R7 R1"""," ""R8 R1"""," ""R9 R1"""," ""R10 R1"""," ""R11 R1"""," ""R12 R1"""," ""R13 R1"""," ""R14 R1"""," ""R15 R1"""," ""R16 R1"""," ""R17 R1"""," ""R18 R1"""," ""R19 R1"""," ""R20 R1"""," ""R21 R1"""," ""R22 R1"""," ""R23 R1"""," ""R24 R1"""," ""R25 R1"""," ""R26 R1"""," ""R27 R1""",LED 5 s,LED 10 s,LED 2.5 s,LED 1 s,,
856.53,0.226643,0.227041,0.221983,0.237827,0.193349,0.204597,0.194292,0.189881,0.178564,0.199095,0.18883,0.177929,0.19022,0.172992,0.199923,0.198168,0.17094,0.193043,0.189926,0.17339,0.185023,0.192537,0.197323,0.190927,0.183793,0.198145,0.189669,0,0,0,0,,
858.53,0.226618,0.225666,0.222057,0.236912,0.193169,0.203427,0.195051,0.190053,0.17712,0.198344,0.186385,0.176335,0.189936,0.173042,0.197953,0.19665,0.171211,0.192833,0.188527,0.173578,0.181937,0.189104,0.196718,0.190421,0.184591,0.197019,0.186224,0,0,0,0,,
860.53,0.226047,0.226273,0.220739,0.23672,0.193619,0.204323,0.19158,0.19055,0.178237,0.198198,0.187343,0.175183,0.190098,0.172778,0.198196,0.198151,0.170004,0.194673,0.186459,0.174288,0.183788,0.188059,0.198119,0.189821,0.184249,0.196659,0.188081,0,0,0,0,,
862.53,0.225743,0.225974,0.217919,0.235293,0.193293,0.203882,0.191966,0.189295,0.177206,0.197018,0.186451,0.174592,0.188794,0.167803,0.198253,0.196461,0.168183,0.192304,0.185172,0.171708,0.179668,0.18801,0.197851,0.188813,0.183869,0.194766,0.184197,0,0,0,0,,
864.53,0.225384,0.222753,0.218282,0.232626,0.191462,0.203934,0.191608,0.188079,0.174703,0.195828,0.186848,0.174248,0.188175,0.168785,0.197626,0.195963,0.169356,0.192104,0.1818,0.172009,0.179967,0.186584,0.19535,0.18802,0.184883,0.194008,0.184231,0,0,0,0,,
868.58,0.226733,0.227748,0.219157,0.238462,0.194823,0.205466,0.193595,0.190827,0.178444,0.197918,0.18939,0.176018,0.191371,0.172025,0.198565,0.197501,0.16825,0.193091,0.182659,0.172036,0.182692,0.186752,0.19837,0.189733,0.185047,0.196897,0.186285,0,0,0,0,,
870.58,0.222552,0.222723,0.215027,0.232498,0.192354,0.203733,0.190688,0.187951,0.174997,0.196325,0.186621,0.172796,0.18832,0.167383,0.196677,0.194074,0.169761,0.19115,0.180603,0.171565,0.18128,0.183728,0.195909,0.18802,0.182253,0.193656,0.182154,0,0,0,0,,
872.58,0.225075,0.225448,0.217723,0.235487,0.194554,0.206016,0.192704,0.190928,0.176294,0.198525,0.189519,0.173421,0.187804,0.167025,0.198527,0.195165,0.171124,0.192745,0.180336,0.17107,0.1802,0.183204,0.195376,0.189941,0.184771,0.196845,0.184078,0,0,0,0,,
874.58,0.228276,0.223915,0.220838,0.238055,0.196148,0.207583,0.193744,0.192247,0.178281,0.200171,0.189464,0.175876,0.191577,0.169681,0.199339,0.198095,0.169754,0.193665,0.18373,0.17393,0.182187,0.184891,0.198046,0.19249,0.187031,0.199115,0.186763,0,0,0,0,,
876.58,0.227342,0.228763,0.221673,0.24082,0.196164,0.209109,0.195129,0.192752,0.179725,0.201533,0.189501,0.176777,0.19344,0.171786,0.199385,0.196619,0.172541,0.196026,0.182203,0.174202,0.182702,0.182681,0.197952,0.191765,0.18742,0.202989,0.188563,0,0,0,0,,
883.61,0.224527,0.227515,0.220518,0.238376,0.195333,0.206556,0.19378,0.190658,0.179776,0.20019,0.188458,0.175506,0.190428,0.169257,0.199648,0.194753,0.171045,0.195633,0.180172,0.172531,0.181908,0.1825,0.197579,0.190493,0.187295,0.201283,0.187758,0,0,0,0,,
885.61,0.224456,0.223514,0.218529,0.235192,0.194504,0.205143,0.192176,0.190673,0.178428,0.198985,0.188769,0.173465,0.190627,0.167657,0.198429,0.196081,0.172123,0.19409,0.181162,0.171483,0.181589,0.180807,0.196611,0.191185,0.186606,0.203115,0.188087,0,0,0,0,,
887.61,0.225456,0.22645,0.220069,0.237182,0.194325,0.203848,0.192736,0.189513,0.178392,0.198245,0.189776,0.175539,0.190882,0.168285,0.198278,0.195859,0.171198,0.193633,0.181246,0.170776,0.179976,0.181232,0.196038,0.189895,0.187396,0.202782,0.18911,0,0,0,0,,
893.09,0.225739,0.229686,0.2248,0.238082,0.196205,0.205611,0.194223,0.19319,0.181091,0.202907,0.194414,0.182756,0.193985,0.168742,0.200928,0.198676,0.174031,0.197337,0.18498,0.175604,0.185979,0.186526,0.201012,0.194431,0.190248,0.205822,0.197169,0,0,0,0,,
895.09,0.224299,0.227145,0.219875,0.235734,0.193774,0.203705,0.194779,0.189816,0.177714,0.199482,0.191318,0.177088,0.190502,0.168154,0.198821,0.196728,0.173979,0.193449,0.1812,0.172444,0.183748,0.182836,0.196574,0.191851,0.187564,0.203479,0.19628,0,0,0,0,,
897.09,0.222976,0.221635,0.217507,0.23351,0.192928,0.201492,0.188195,0.18819,0.175533,0.196991,0.187583,0.172877,0.188095,0.165434,0.196681,0.193859,0.16889,0.191009,0.179214,0.169433,0.180674,0.179806,0.194581,0.188311,0.185154,0.200545,0.194974,0,0,0,0,,
899.09,0.220929,0.221069,0.218631,0.233883,0.191837,0.200978,0.190776,0.187692,0.175164,0.19664,0.187585,0.173466,0.189125,0.165239,0.19606,0.194895,0.168507,0.19104,0.178401,0.169883,0.179278,0.178618,0.194858,0.188519,0.185204,0.200346,0.203313,0,0,0,0,,
901.09,0.222712,0.223959,0.216371,0.231584,0.192811,0.204807,0.191094,0.188965,0.177287,0.197806,0.188102,0.172531,0.189886,0.167662,0.196127,0.194287,0.168883,0.191999,0.179564,0.170519,0.180644,0.179628,0.196274,0.189807,0.185433,0.202733,0.206149,0,0,0,0,,
903.09,0.22172,0.221531,0.218637,0.232851,0.191906,0.203945,0.18884,0.189201,0.175612,0.196441,0.188517,0.172933,0.189793,0.167428,0.194016,0.194288,0.168426,0.191563,0.178777,0.170153,0.182263,0.180179,0.195322,0.18819,0.18415,0.202361,0.203691,0,0,0,0,,
905.09,0.223202,0.221316,0.218163,0.236003,0.193608,0.204341,0.190429,0.187581,0.175336,0.196739,0.189064,0.174128,0.189611,0.166134,0.196028,0.193753,0.168077,0.192223,0.179926,0.169896,0.179833,0.180629,0.196683,0.189431,0.185015,0.201114,0.204756,0,0,0,0,,
907.09,0.222349,0.222816,0.21817,0.231987,0.193701,0.202223,0.189974,0.188393,0.174589,0.194935,0.188423,0.173292,0.18942,0.168696,0.194838,0.194262,0.169,0.191293,0.179008,0.169845,0.18013,0.180486,0.196594,0.189254,0.185196,0.202134,0.203213,0,0,0,0,,
909.09,0.224459,0.225627,0.219666,0.237133,0.193747,0.20401,0.190964,0.189516,0.177559,0.198337,0.190686,0.174287,0.190748,0.171136,0.197392,0.195851,0.169701,0.190962,0.181745,0.172277,0.181156,0.181197,0.198222,0.189741,0.186434,0.204048,0.200506,0,0,0,0,,
911.09,0.228,0.225982,0.22108,0.236917,0.195911,0.2055,0.192612,0.18914,0.177637,0.19802,0.189998,0.174902,0.192224,0.174439,0.197409,0.195781,0.171456,0.19404,0.181791,0.171731,0.182046,0.182378,0.199022,0.190809,0.186983,0.202986,0.201781,0,0,0,0,,
913.09,0.225142,0.222565,0.218091,0.233909,0.192732,0.202175,0.188805,0.187917,0.175782,0.196618,0.188781,0.173404,0.188394,0.171683,0.194507,0.194978,0.169758,0.191987,0.179171,0.169876,0.17958,0.180565,0.196515,0.189732,0.185222,0.202189,0.198163,0,0,0,0,,
915.09,0.22535,0.224438,0.218856,0.234554,0.193754,0.203989,0.191496,0.186801,0.174263,0.198374,0.189371,0.175485,0.189785,0.173243,0.196198,0.195152,0.170367,0.191869,0.18001,0.171053,0.180551,0.181923,0.19839,0.191521,0.184656,0.201151,0.198586,0,0,0,0,,
917.4,0.222707,0.222483,0.21885,0.233435,0.19472,0.202866,0.188279,0.188647,0.176348,0.196577,0.18806,0.173275,0.190429,0.172082,0.196113,0.194704,0.169077,0.19302,0.1813,0.171446,0.183005,0.1828,0.197575,0.190113,0.186258,0.202622,0.196469,1,0,0,0,917.4," ""LED 5 s"""
926.28,0.237583,0.237463,0.23031,0.248851,0.201562,0.210899,0.195776,0.19399,0.181097,0.204695,0.197578,0.186827,0.197039,0.185144,0.20376,0.210838,0.185425,0.203648,0.190304,0.179813,0.186443,0.19997,0.234395,0.204244,0.194875,0.220722,0.216708,0,0,0,0,,
928.28,0.23053,0.228996,0.224397,0.241932,0.19618,0.207649,0.191137,0.190705,0.177716,0.199521,0.193042,0.190977,0.190844,0.181281,0.198965,0.216708,0.188613,0.200396,0.18642,0.174123,0.183534,0.202655,0.237974,0.202064,0.191952,0.214432,0.212002,0,0,0,0,,
930.28,0.228947,0.227106,0.222428,0.236606,0.194895,0.203078,0.188859,0.187405,0.177278,0.197423,0.190878,0.193297,0.189522,0.183569,0.196563,0.223989,0.195325,0.200451,0.187312,0.172736,0.182647,0.200845,0.231873,0.202262,0.190254,0.211243,0.208717,0,0,0,0,,
932.28,0.228115,0.227044,0.221915,0.235613,0.195566,0.203462,0.190546,0.188351,0.176751,0.198143,0.191751,0.196411,0.187548,0.1851,0.197023,0.22632,0.202483,0.199609,0.18826,0.173348,0.181419,0.201926,0.225415,0.204012,0.190632,0.209277,0.20533,0,0,0,0,,
934.28,0.225425,0.225836,0.222783,0.235444,0.194848,0.201684,0.188968,0.188101,0.17467,0.198225,0.191832,0.199956,0.186242,0.184153,0.195665,0.220869,0.204572,0.19794,0.186871,0.171506,0.182503,0.202767,0.217545,0.204253,0.18761,0.206934,0.19967,0,0,0,0,,
936.28,0.228089,0.228642,0.222497,0.236642,0.196154,0.206178,0.189893,0.188968,0.176175,0.199044,0.192718,0.199762,0.188447,0.187083,0.196903,0.219869,0.203175,0.199958,0.18931,0.173532,0.183542,0.201766,0.215582,0.209693,0.191393,0.206136,0.198733,0,0,0,0,,
938.28,0.238922,0.23933,0.23207,0.247319,0.20607,0.213741,0.200128,0.197389,0.184554,0.209075,0.201372,0.207849,0.194783,0.19428,0.205719,0.22275,0.207627,0.207595,0.197375,0.180496,0.188955,0.20859,0.217806,0.218015,0.196918,0.212993,0.204764,0,0,0,0,,
940.28,0.238532,0.240121,0.232628,0.249321,0.205576,0.215453,0.204905,0.200916,0.186338,0.211361,0.202246,0.209047,0.202487,0.19677,0.209182,0.219549,0.206973,0.207997,0.197992,0.180776,0.190392,0.209348,0.217582,0.221188,0.198601,0.212886,0.205008,0,0,0,0,,
942.28,0.234628,0.238262,0.231402,0.244825,0.205717,0.214307,0.199314,0.198363,0.183867,0.208056,0.200515,0.202943,0.202386,0.193529,0.205318,0.214649,0.20253,0.204975,0.195507,0.180115,0.186145,0.205737,0.213587,0.221328,0.196497,0.208114,0.199889,0,0,0,0,,
944.28,0.228288,0.229717,0.225058,0.235794,0.198794,0.20699,0.192428,0.192071,0.178054,0.20256,0.194952,0.193369,0.196117,0.184762,0.20029,0.207893,0.194727,0.198416,0.188749,0.176208,0.182079,0.203704,0.205627,0.218885,0.191791,0.201801,0.193037,0,0,0,0,,
946.28,0.22363,0.223496,0.221039,0.235275,0.193376,0.203475,0.190298,0.187696,0.17579,0.197075,0.190835,0.188361,0.192568,0.18146,0.196515,0.202931,0.189729,0.194997,0.184444,0.172885,0.178302,0.202473,0.200813,0.2154,0.187884,0.198105,0.189635,0,0,0,0,,
948.28,0.221916,0.227347,0.219314,0.234704,0.194351,0.204326,0.190969,0.189392,0.174234,0.199211,0.190659,0.18725,0.19294,0.181304,0.197374,0.199862,0.185964,0.194115,0.185289,0.174843,0.18066,0.203498,0.200147,0.215056,0.186413,0.198601,0.188153,0,0,0,0,,
950.28,0.224493,0.225638,0.220286,0.233626,0.195932,0.204625,0.191616,0.19007,0.175617,0.198376,0.190823,0.187802,0.193189,0.181534,0.198924,0.19842,0.184456,0.195419,0.183646,0.173504,0.178294,0.202158,0.19966,0.212973,0.187815,0.197769,0.18901,0,0,0,0,,
952.28,0.233667,0.237944,0.229028,0.243601,0.20478,0.214415,0.198025,0.197448,0.182465,0.207937,0.199999,0.193163,0.199541,0.187402,0.204883,0.203699,0.188091,0.201875,0.190895,0.178316,0.185039,0.207585,0.20527,0.219856,0.194054,0.207469,0.192598,0,0,0,0,,
954.28,0.236781,0.239467,0.231229,0.245559,0.205791,0.215441,0.200633,0.19961,0.187094,0.209166,0.201323,0.19464,0.20247,0.186928,0.206119,0.205688,0.189395,0.202529,0.191421,0.179689,0.184959,0.206951,0.205769,0.218834,0.19531,0.209175,0.19362,0,0,0,0,,
956.28,0.238772,0.240064,0.229958,0.246058,0.205932,0.215103,0.20013,0.19987,0.184601,0.209519,0.202305,0.193564,0.204562,0.189,0.207928,0.207644,0.188673,0.20318,0.192684,0.181015,0.18514,0.203375,0.205895,0.217193,0.194504,0.20827,0.193989,0,0,0,0,,
958.28,0.238227,0.240361,0.230574,0.247025,0.205234,0.215964,0.200391,0.199651,0.185407,0.208897,0.201588,0.193101,0.201974,0.186941,0.207136,0.204581,0.184356,0.202382,0.192114,0.179181,0.185271,0.201487,0.205662,0.215718,0.194092,0.208646,0.191292,0,0,0,0,,
960.28,0.238046,0.240437,0.230737,0.246373,0.206542,0.214813,0.203149,0.199354,0.185874,0.207037,0.20101,0.192432,0.201863,0.18674,0.2071,0.20439,0.185004,0.201256,0.190771,0.179292,0.184934,0.200342,0.203462,0.21491,0.196259,0.208322,0.186763,0,0,0,0,,
962.28,0.235733,0.237636,0.229215,0.24115,0.204346,0.213386,0.199536,0.198367,0.183425,0.208823,0.200538,0.188845,0.199844,0.184844,0.205532,0.202275,0.183315,0.20056,0.189678,0.17944,0.18384,0.195345,0.203124,0.210707,0.192436,0.207591,0.183083,0,0,0,0,,
964.28,0.237307,0.239802,0.228476,0.242884,0.205172,0.211858,0.201308,0.199101,0.185988,0.208696,0.20276,0.18882,0.202658,0.185552,0.207264,0.204213,0.183496,0.202721,0.190034,0.179194,0.183352,0.19554,0.204588,0.209919,0.192747,0.208052,0.188366,0,0,0,0,,
966.28,0.237875,0.237316,0.23262,0.244119,0.205692,0.215938,0.199344,0.197706,0.183347,0.207477,0.201327,0.187872,0.202866,0.18636,0.207261,0.20312,0.183285,0.201849,0.191429,0.179833,0.182666,0.194615,0.204188,0.207501,0.194482,0.20622,0.191821,0,0,0,0,,
968.28,0.236078,0.237162,0.229944,0.244293,0.203459,0.214202,0.198934,0.198505,0.183489,0.208488,0.199908,0.186485,0.201805,0.1875,0.206279,0.202128,0.181057,0.202252,0.190832,0.179517,0.185259,0.194232,0.202386,0.207015,0.194252,0.208382,0.192604,0,0,0,0,,
970.28,0.228205,0.229455,0.223569,0.235954,0.19783,0.206174,0.192642,0.191577,0.178014,0.200315,0.193358,0.181028,0.194009,0.178034,0.199872,0.194252,0.174753,0.194229,0.183894,0.175216,0.17826,0.187243,0.196326,0.200566,0.187956,0.199274,0.188417,0,0,0,0,,
972.28,0.228785,0.228394,0.22202,0.234523,0.197138,0.204656,0.191701,0.191925,0.177612,0.199122,0.193566,0.181831,0.19402,0.178086,0.198373,0.195334,0.173498,0.194401,0.181573,0.173017,0.178228,0.185578,0.195374,0.199871,0.186926,0.199083,0.190141,0,0,0,0,,
974.28,0.229843,0.22993,0.225087,0.236213,0.197031,0.208889,0.192926,0.192386,0.178905,0.201117,0.194745,0.18323,0.195678,0.178729,0.200719,0.196339,0.176072,0.19565,0.184087,0.172959,0.179989,0.186798,0.197397,0.199575,0.189288,0.200447,0.19705,0,0,0,0,,
976.28,0.231687,0.231563,0.223045,0.238221,0.199159,0.207594,0.194668,0.192564,0.17828,0.202035,0.195776,0.182899,0.197801,0.18023,0.200375,0.197261,0.176225,0.196813,0.185013,0.174272,0.180427,0.186191,0.198064,0.199401,0.189246,0.203534,0.202132,0,0,0,0,,
978.28,0.230786,0.230647,0.223717,0.236314,0.197152,0.205466,0.193377,0.193391,0.178964,0.203364,0.194196,0.180656,0.196002,0.178542,0.199383,0.196731,0.173723,0.194612,0.184618,0.174584,0.179635,0.186111,0.198379,0.198755,0.186718,0.20482,0.200058,0,0,0,0,,
980.28,0.236748,0.236263,0.23348,0.245394,0.20527,0.2158,0.198498,0.198164,0.184159,0.208985,0.200084,0.187804,0.203226,0.184391,0.206259,0.202232,0.179397,0.200613,0.188819,0.179572,0.18505,0.190148,0.203793,0.203575,0.194564,0.21139,0.206385,0,0,0,0,,
982.28,0.228964,0.227229,0.222444,0.236609,0.195887,0.20514,0.189934,0.190883,0.17835,0.199028,0.191742,0.179645,0.193096,0.177658,0.197122,0.19449,0.1745,0.193241,0.18174,0.172638,0.178064,0.183775,0.19465,0.195282,0.187213,0.205708,0.201908,0,0,0,0,,
984.28,0.226305,0.227212,0.221572,0.236264,0.194837,0.202963,0.191453,0.189631,0.177774,0.19909,0.19244,0.177063,0.19377,0.1762,0.197699,0.193968,0.173473,0.193521,0.181163,0.171691,0.178466,0.184196,0.194345,0.194407,0.186345,0.204882,0.204082,0,0,0,0,,
986.28,0.234909,0.235745,0.228367,0.242137,0.200939,0.211582,0.195683,0.195661,0.183619,0.205595,0.197512,0.184802,0.19933,0.182543,0.203804,0.199305,0.177252,0.198104,0.186783,0.17614,0.182411,0.186093,0.199217,0.199206,0.192596,0.210643,0.210605,0,0,0,0,,
988.28,0.232224,0.237033,0.226418,0.239098,0.199149,0.211012,0.19533,0.195357,0.182808,0.203659,0.19528,0.184288,0.19878,0.181165,0.202495,0.19955,0.177725,0.196262,0.186056,0.175582,0.18392,0.187413,0.198419,0.19862,0.190742,0.210668,0.208864,0,0,0,0,,
990.28,0.231216,0.232853,0.226035,0.238359,0.19979,0.209014,0.193609,0.193379,0.180962,0.203991,0.196098,0.184155,0.197018,0.178925,0.201602,0.197667,0.176067,0.196152,0.185429,0.175863,0.180785,0.186428,0.19821,0.197234,0.189836,0.208856,0.202878,0,0,0,0,,
992.28,0.217423,0.220294,0.214107,0.225597,0.188049,0.196799,0.184298,0.182276,0.170629,0.191769,0.185271,0.172418,0.187383,0.168063,0.189633,0.188261,0.16632,0.18611,0.173966,0.165653,0.171789,0.177745,0.187951,0.185529,0.178735,0.197002,0.192986,0,0,0,0,,
994.28,0.218791,0.222135,0.213134,0.226064,0.186851,0.195845,0.183419,0.182072,0.170492,0.191358,0.184053,0.173463,0.186096,0.170849,0.189589,0.186404,0.167632,0.185708,0.173344,0.164451,0.171084,0.177559,0.18833,0.186152,0.177793,0.1967,0.190761,0,0,0,0,,
996.28,0.217947,0.220097,0.213878,0.224447,0.185815,0.195855,0.182522,0.181883,0.170114,0.190401,0.185174,0.170588,0.185837,0.169652,0.188533,0.18647,0.16502,0.185647,0.174347,0.165398,0.171012,0.175765,0.186953,0.185541,0.178775,0.199094,0.189608,0,0,0,0,,
998.28,0.216678,0.219557,0.215502,0.225433,0.186242,0.196672,0.182545,0.182467,0.169472,0.192192,0.184105,0.171081,0.186529,0.170396,0.188233,0.186431,0.166269,0.18427,0.175391,0.164988,0.172635,0.177519,0.187511,0.18591,0.178205,0.199535,0.187166,0,0,0,0,,
1000.28,0.217891,0.21751,0.214073,0.225046,0.186012,0.196423,0.183541,0.182985,0.16959,0.18964,0.184331,0.170874,0.185588,0.168765,0.189028,0.185786,0.165712,0.183384,0.174217,0.164556,0.171474,0.176488,0.187591,0.184901,0.180107,0.198432,0.187006,0,0,0,0,,
1002.28,0.216139,0.217591,0.210091,0.223959,0.186647,0.194982,0.181574,0.180643,0.166907,0.189253,0.182876,0.170603,0.184097,0.16868,0.187678,0.184307,0.164243,0.182852,0.17218,0.162843,0.168696,0.176654,0.185547,0.183715,0.177601,0.197378,0.184176,0,0,0,0,,
1004.28,0.215394,0.217555,0.213273,0.225196,0.185973,0.194503,0.179825,0.180225,0.16712,0.188346,0.182262,0.16907,0.185567,0.169733,0.186075,0.18474,0.165728,0.183468,0.172075,0.16263,0.169144,0.174476,0.184629,0.183262,0.177742,0.196699,0.183326,0,0,0,0,,
1006.28,0.21607,0.218245,0.211131,0.22016,0.18385,0.193225,0.179852,0.1786,0.166126,0.187104,0.182069,0.169037,0.183687,0.167415,0.186939,0.183774,0.162864,0.182822,0.172795,0.161471,0.171548,0.174657,0.186106,0.182816,0.175941,0.194272,0.181425,0,0,0,0,,
1008.28,0.218,0.217598,0.209674,0.223967,0.184493,0.192993,0.17971,0.180336,0.166235,0.189237,0.181216,0.170295,0.184539,0.169536,0.186435,0.184387,0.164881,0.183502,0.172232,0.162175,0.171756,0.175075,0.185632,0.183813,0.177431,0.196299,0.180779,0,0,0,0,,
1010.28,0.215298,0.217397,0.21054,0.223783,0.185026,0.194138,0.177617,0.179654,0.165622,0.187305,0.180968,0.168259,0.184269,0.167124,0.185308,0.18427,0.163538,0.182711,0.170347,0.160093,0.172474,0.173311,0.185621,0.181833,0.176846,0.193929,0.18083,0,0,0,0,,
1012.28,0.215598,0.218297,0.211494,0.223036,0.184646,0.194585,0.179313,0.178884,0.167596,0.189731,0.182236,0.168651,0.183567,0.168486,0.185334,0.184475,0.164887,0.182592,0.172656,0.163636,0.17413,0.175405,0.186514,0.184146,0.178372,0.194736,0.180579,0,0,0,0,,
1014.28,0.217076,0.217156,0.212444,0.221685,0.184524,0.19425,0.179627,0.179174,0.165887,0.189577,0.182038,0.170253,0.184534,0.167894,0.186079,0.18426,0.165182,0.182782,0.170988,0.162155,0.173699,0.175482,0.186807,0.182686,0.179381,0.194195,0.181431,0,0,0,0,,
1016.28,0.21543,0.21436,0.210728,0.224007,0.184741,0.193773,0.180157,0.179536,0.166215,0.188076,0.181536,0.169648,0.183456,0.168478,0.184128,0.183115,0.165132,0.183139,0.173046,0.162419,0.172626,0.175063,0.185889,0.183942,0.180623,0.190643,0.181962,0,0,0,0,,
1018.28,0.216721,0.217618,0.21061,0.223087,0.186584,0.194056,0.180755,0.179274,0.167027,0.189385,0.183469,0.17036,0.183922,0.17035,0.184575,0.185229,0.165667,0.185221,0.17341,0.162742,0.17522,0.17583,0.18668,0.183202,0.18105,0.191232,0.181103,0,0,0,0,,
1020.28,0.216036,0.217412,0.212538,0.223331,0.185654,0.194735,0.179504,0.180969,0.167228,0.18975,0.182042,0.170256,0.184348,0.169257,0.184578,0.186158,0.165778,0.183505,0.173145,0.161751,0.173724,0.175021,0.186563,0.183077,0.181153,0.192328,0.181397,0,0,0,0,,
1022.28,0.218024,0.215596,0.211354,0.226093,0.185616,0.192894,0.181545,0.181013,0.168102,0.189582,0.182963,0.170859,0.184574,0.170793,0.185583,0.185936,0.166389,0.183825,0.172713,0.162861,0.174272,0.175309,0.188445,0.18488,0.181785,0.192654,0.182829,0,0,0,0,,
1024.28,0.218423,0.214233,0.210161,0.22684,0.185511,0.1926,0.180292,0.179684,0.169232,0.187907,0.183393,0.170902,0.184335,0.168663,0.18409,0.186199,0.166198,0.184161,0.173221,0.164467,0.175258,0.175574,0.186717,0.185293,0.182395,0.192529,0.182879,0,0,0,0,,
1026.28,0.216643,0.215191,0.212862,0.225197,0.185077,0.194598,0.180021,0.180148,0.167796,0.187734,0.181762,0.168686,0.186784,0.168917,0.183986,0.185411,0.164212,0.183179,0.172924,0.162811,0.174109,0.175035,0.187569,0.183902,0.182575,0.192167,0.182055,0,0,0,0,,
1028.28,0.217611,0.213584,0.210609,0.223194,0.183471,0.192782,0.179756,0.181005,0.168028,0.188213,0.181781,0.170411,0.183547,0.168362,0.184046,0.185282,0.166228,0.183511,0.172616,0.161916,0.17533,0.175682,0.187663,0.182869,0.182495,0.192154,0.182299,0,0,0,0,,
1030.28,0.217263,0.214143,0.211284,0.222396,0.183837,0.193539,0.182339,0.179019,0.168407,0.187472,0.182286,0.168822,0.184918,0.16883,0.184446,0.18462,0.165678,0.183078,0.174477,0.162111,0.173721,0.175474,0.18785,0.183886,0.181288,0.191794,0.183347,0,0,0,0,,
1032.28,0.214198,0.21257,0.209233,0.223935,0.184,0.192294,0.17838,0.179494,0.166286,0.187657,0.181395,0.170576,0.183327,0.168431,0.181639,0.18515,0.165972,0.182647,0.170432,0.162407,0.173482,0.176472,0.187359,0.183881,0.180233,0.191793,0.180946,0,0,0,0,,
1034.28,0.217846,0.2153,0.211524,0.224117,0.185115,0.192551,0.180109,0.179587,0.166719,0.187368,0.182105,0.170175,0.184731,0.170103,0.183525,0.18672,0.165674,0.183611,0.172852,0.162347,0.17441,0.174758,0.188273,0.183661,0.182333,0.190908,0.184302,0,0,0,0,,
1036.28,0.216903,0.216835,0.211213,0.222894,0.183281,0.195419,0.178923,0.179747,0.166255,0.188497,0.181413,0.171488,0.182309,0.167456,0.182247,0.185285,0.165638,0.182259,0.171308,0.161777,0.17539,0.174716,0.187728,0.183055,0.181439,0.193229,0.185079,0,0,0,0,,
1038.28,0.218935,0.218028,0.21086,0.222338,0.184436,0.193249,0.181302,0.179875,0.166939,0.188274,0.183031,0.170343,0.185237,0.168616,0.183595,0.185007,0.164525,0.185357,0.172225,0.162678,0.177136,0.175594,0.189203,0.18407,0.18108,0.194443,0.186264,0,0,0,0,,
1040.28,0.219244,0.219151,0.212989,0.223996,0.184485,0.193079,0.182234,0.17985,0.166459,0.189134,0.183366,0.170337,0.185567,0.168441,0.183905,0.187087,0.166283,0.184549,0.173059,0.16249,0.176681,0.175841,0.189992,0.18362,0.180813,0.194165,0.187789,0,0,0,0,,
